type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,genres
Movie,Fuga,Pablo Larraín,Argentina,2021-02-26,2006,TV-MA,112.0,"Dramas, Independent Movies, International Movies",2021,2,26,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,No Escape,John Erick Dowdle,United States,2021-02-26,2015,R,103.0,Action & Adventure,2021,2,26,['Action & Adventure']
Movie,Our Idiot Brother,Jesse Peretz,United States,2021-02-26,2011,R,90.0,"Comedies, Dramas, Independent Movies",2021,2,26,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,The Girl on the Train,Ribhu Dasgupta,India,2021-02-26,2021,TV-MA,120.0,"International Movies, Thrillers",2021,2,26,"['International Movies', ' Thrillers']"
Movie,Tony Manero,Pablo Larraín,Chile,2021-02-26,2008,TV-MA,97.0,"Dramas, Independent Movies, International Movies",2021,2,26,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Who Am I,Baran bo Odar,Germany,2021-02-26,2014,TV-MA,102.0,"International Movies, Thrillers",2021,2,26,"['International Movies', ' Thrillers']"
Movie,Geez & Ann,Rizki Balki,Indonesia,2021-02-25,2021,TV-PG,106.0,"Dramas, International Movies, Romantic Movies",2021,2,25,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,M8 - When Death Rescues Life,Jeferson De,Not Given,2021-02-24,2019,TV-MA,84.0,"Dramas, International Movies",2021,2,24,"['Dramas', ' International Movies']"
Movie,"Blue, Painful, Fragile",Shunsuke Kariyama,Japan,2021-02-24,2020,TV-14,119.0,"International Movies, Thrillers",2021,2,24,"['International Movies', ' Thrillers']"
Movie,Brian Regan: On the Rocks,Troy Miller,United States,2021-02-23,2021,TV-G,58.0,Stand-Up Comedy,2021,2,23,['Stand-Up Comedy']
Movie,Made You Look: A True Story About Fake Art,Barry Avrich,Canada,2021-02-23,2020,TV-14,90.0,"Documentaries, International Movies",2021,2,23,"['Documentaries', ' International Movies']"
Movie,Pelé,"David Tryhorn, Ben Nicholas",United Kingdom,2021-02-23,2021,TV-14,109.0,"Documentaries, International Movies, Sports Movies",2021,2,23,"['Documentaries', ' International Movies', ' Sports Movies']"
Movie,Red,Tirumala Kishore,India,2021-02-23,2021,TV-14,143.0,"Dramas, International Movies",2021,2,23,"['Dramas', ' International Movies']"
Movie,The Conjuring,James Wan,United States,2021-02-21,2013,R,112.0,"Horror Movies, Thrillers",2021,2,21,"['Horror Movies', ' Thrillers']"
Movie,The Conjuring 2,James Wan,Canada,2021-02-21,2016,R,134.0,Horror Movies,2021,2,21,['Horror Movies']
Movie,Classmates Minus,Huang Hsin-Yao,Taiwan,2021-02-20,2020,TV-MA,123.0,"Comedies, Dramas, Independent Movies",2021,2,20,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Operation Finale,Chris Weitz,United States,2021-02-20,2018,PG-13,123.0,"Dramas, Thrillers",2021,2,20,"['Dramas', ' Thrillers']"
Movie,I Care a Lot,J Blakeson,United Kingdom,2021-02-19,2021,R,118.0,"Comedies, LGBTQ Movies, Thrillers",2021,2,19,"['Comedies', ' LGBTQ Movies', ' Thrillers']"
Movie,Love,Khalid Rahman,India,2021-02-19,2020,TV-14,91.0,"Dramas, Independent Movies, International Movies",2021,2,19,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Perú: Tesoro escondido,Luis Ara,Uruguay,2021-02-19,2017,TV-PG,76.0,"Documentaries, International Movies",2021,2,19,"['Documentaries', ' International Movies']"
TV Show,Pitta Kathalu,"Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy",India,2021-02-19,2021,TV-MA,1.0,"International TV Shows, TV Dramas",2021,2,19,"['International TV Shows', ' TV Dramas']"
Movie,Wave of Cinema: Surat dari Timur,Saron Sakina,Not Given,2021-02-20,2020,TV-G,58.0,"Documentaries, International Movies, Music & Musicals",2021,2,20,"['Documentaries', ' International Movies', ' Music & Musicals']"
Movie,Eeb Allay Ooo!,Prateek Vats,India,2021-02-18,2019,TV-MA,97.0,"Comedies, Dramas, Independent Movies",2021,2,18,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,No Escape Room,Alex Merkin,United States,2021-02-18,2018,TV-14,85.0,Horror Movies,2021,2,18,['Horror Movies']
Movie,The Most Unknown,Ian Cheney,United States,2021-02-17,2018,TV-PG,92.0,Documentaries,2021,2,17,['Documentaries']
Movie,Animals on the Loose: A You vs. Wild Movie,Ben Simms,United States,2021-02-16,2021,TV-PG,139.0,Children & Family Movies,2021,2,16,['Children & Family Movies']
Movie,Awara Paagal Deewana,Vikram Bhatt,India,2021-02-16,2002,TV-14,162.0,"Action & Adventure, Comedies, Dramas",2021,2,16,"['Action & Adventure', ' Comedies', ' Dramas']"
Movie,The Resurrection of Gavin Stone,Dallas Jenkins,United States,2021-02-16,2017,PG,92.0,"Children & Family Movies, Comedies, Dramas",2021,2,16,"['Children & Family Movies', ' Comedies', ' Dramas']"
Movie,"My Teacher, My Obsession",Damián Romay,United States,2021-02-15,2018,TV-14,86.0,Thrillers,2021,2,15,['Thrillers']
Movie,Namaste Wahala,Hamisha Daryani Ahuja,Nigeria,2021-02-14,2021,TV-14,107.0,"Comedies, Dramas, International Movies",2021,2,14,"['Comedies', ' Dramas', ' International Movies']"
Movie,Monsoon,Hong Khaou,United Kingdom,2021-02-13,2020,TV-MA,85.0,"Dramas, Independent Movies, LGBTQ Movies",2021,2,13,"['Dramas', ' Independent Movies', ' LGBTQ Movies']"
Movie,Hate by Dani Rovira,Mario Briongos,Spain,2021-02-12,2021,TV-MA,83.0,Stand-Up Comedy,2021,2,12,['Stand-Up Comedy']
Movie,Mundina Nildana,Vinay Bharadwaj,India,2021-02-12,2019,TV-MA,104.0,"Dramas, International Movies, Romantic Movies",2021,2,12,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,To All The Boys: Always And Forever,Michael Fimognari,United States,2021-02-12,2021,TV-14,116.0,"Comedies, Romantic Movies",2021,2,12,"['Comedies', ' Romantic Movies']"
Movie,Xico's Journey,Eric D. Cabello Díaz,Mexico,2021-02-12,2021,TV-Y7,87.0,Children & Family Movies,2021,2,12,['Children & Family Movies']
Movie,Growing up and other problems,Clara Martínez-Lázaro,Spain,2021-02-11,2018,TV-14,91.0,"Comedies, Dramas, International Movies",2021,2,11,"['Comedies', ' Dramas', ' International Movies']"
Movie,Layla Majnun,Monty Tiwa,Indonesia,2021-02-11,2020,TV-14,119.0,"Dramas, International Movies, Romantic Movies",2021,2,11,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Middle of Nowhere,Ava DuVernay,United States,2021-02-11,2012,R,102.0,"Dramas, Independent Movies, Romantic Movies",2021,2,11,"['Dramas', ' Independent Movies', ' Romantic Movies']"
Movie,Red Dot,Alain Darborg,Sweden,2021-02-11,2021,TV-MA,86.0,"International Movies, Thrillers",2021,2,11,"['International Movies', ' Thrillers']"
Movie,Squared Love,Filip Zylber,Poland,2021-02-11,2021,TV-14,102.0,"Comedies, International Movies, Romantic Movies",2021,2,11,"['Comedies', ' International Movies', ' Romantic Movies']"
TV Show,Booba,Not Given,United Kingdom,2021-02-15,2021,TV-Y7,,"Kids' TV, TV Comedies",2021,2,15,"[""Kids' TV"", ' TV Comedies']"
Movie,This Is the Life,Ava DuVernay,United States,2021-02-11,2008,TV-MA,98.0,"Documentaries, Music & Musicals",2021,2,11,"['Documentaries', ' Music & Musicals']"
TV Show,Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,United States,2021-02-10,2021,TV-MA,1.0,"Crime TV Shows, Docuseries",2021,2,10,"['Crime TV Shows', ' Docuseries']"
Movie,The Misadventures of Hedi and Cokeman,Julien Royal,France,2021-02-10,2021,TV-MA,99.0,"Comedies, International Movies",2021,2,10,"['Comedies', ' International Movies']"
Movie,The World We Make,Brian Baugh,United States,2021-02-10,2019,PG,108.0,"Dramas, Romantic Movies",2021,2,10,"['Dramas', ' Romantic Movies']"
Movie,War Dogs,Todd Phillips,United States,2021-02-08,2016,R,114.0,"Comedies, Dramas",2021,2,8,"['Comedies', ' Dramas']"
Movie,Monster Run,Henri Wong,China,2021-02-07,2020,TV-14,104.0,"Action & Adventure, International Movies",2021,2,7,"['Action & Adventure', ' International Movies']"
Movie,Blanche Gardin: I talk to myself,Maïa Sandoz,France,2021-02-05,2017,TV-MA,88.0,Stand-Up Comedy,2021,2,5,['Stand-Up Comedy']
Movie,Doob: No Bed of Roses,Mostofa Sarwar Farooki,Bangladesh,2021-02-05,2017,TV-PG,104.0,"Dramas, Independent Movies, International Movies",2021,2,5,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Little Big Women,Joseph Hsu,Taiwan,2021-02-05,2020,TV-14,123.0,"Dramas, International Movies",2021,2,5,"['Dramas', ' International Movies']"
Movie,Malcolm & Marie,Sam Levinson,United States,2021-02-05,2021,R,106.0,"Dramas, Independent Movies",2021,2,5,"['Dramas', ' Independent Movies']"
Movie,Space Sweepers,Jo Sung-hee,South Korea,2021-02-05,2021,TV-MA,138.0,"Action & Adventure, Dramas, International Movies",2021,2,5,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,"Strip Down, Rise Up",Michèle Ohayon,United States,2021-02-05,2021,R,113.0,Documentaries,2021,2,5,['Documentaries']
Movie,The Last Paradiso,Rocco Ricciardulli,Italy,2021-02-05,2020,TV-MA,107.0,"Dramas, International Movies, Romantic Movies",2021,2,5,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,The Yin-Yang Master: Dream Of Eternity,Guo Jingming,China,2021-02-05,2021,TV-14,133.0,"Action & Adventure, International Movies",2021,2,5,"['Action & Adventure', ' International Movies']"
Movie,All My Friends Are Dead,Jan Belcl,Poland,2021-02-03,2020,TV-MA,97.0,"Comedies, Dramas, International Movies",2021,2,3,"['Comedies', ' Dramas', ' International Movies']"
Movie,Black Beach,Esteban Crespo,Spain,2021-02-03,2020,TV-MA,116.0,"Action & Adventure, International Movies",2021,2,3,"['Action & Adventure', ' International Movies']"
Movie,"Our Lady of San Juan, Four Centuries of Miracles",Noé González,Mexico,2021-02-02,2020,TV-PG,123.0,"Dramas, Faith & Spirituality, International Movies",2021,2,2,"['Dramas', ' Faith & Spirituality', ' International Movies']"
Movie,Beverly Hills Ninja,Dennis Dugan,United States,2021-02-01,1997,PG-13,89.0,"Action & Adventure, Comedies",2021,2,1,"['Action & Adventure', ' Comedies']"
Movie,Rocks,Sarah Gavron,United Kingdom,2021-02-01,2019,TV-MA,93.0,Dramas,2021,2,1,['Dramas']
Movie,Shutter Island,Martin Scorsese,United States,2021-02-01,2010,R,139.0,Thrillers,2021,2,1,['Thrillers']
Movie,The Bank Job,Roger Donaldson,United Kingdom,2021-02-01,2008,R,112.0,"Dramas, International Movies, Thrillers",2021,2,1,"['Dramas', ' International Movies', ' Thrillers']"
TV Show,The House Arrest of Us,Richard Arellano,Philippines,2021-02-01,2020,TV-MA,1.0,"International TV Shows, Romantic TV Shows, TV Comedies",2021,2,1,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']"
Movie,Zathura,Jon Favreau,United States,2021-02-01,2005,PG,101.0,"Children & Family Movies, Sci-Fi & Fantasy",2021,2,1,"['Children & Family Movies', ' Sci-Fi & Fantasy']"
Movie,Fatima,Marco Pontecorvo,Portugal,2021-01-31,2020,PG-13,113.0,"Dramas, Faith & Spirituality",2021,1,31,"['Dramas', ' Faith & Spirituality']"
Movie,Hell Fest,Gregory Plotkin,United States,2021-01-31,2018,R,89.0,Horror Movies,2021,1,31,['Horror Movies']
Movie,Below Zero,Lluís Quílez,Spain,2021-01-29,2021,TV-MA,107.0,"Action & Adventure, International Movies",2021,1,29,"['Action & Adventure', ' International Movies']"
Movie,Finding ‘Ohana,Jude Weng,United States,2021-01-29,2021,PG,123.0,"Children & Family Movies, Comedies",2021,1,29,"['Children & Family Movies', ' Comedies']"
Movie,The Dig,Simon Stone,United Kingdom,2021-01-29,2021,PG-13,113.0,"Dramas, International Movies",2021,1,29,"['Dramas', ' International Movies']"
Movie,Hire a Woman,Ifeanyi Ikpoenyi,Not Given,2021-01-26,2019,TV-14,108.0,"Comedies, International Movies, Romantic Movies",2021,1,26,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,June & Kopi,Noviandra Santosa,Indonesia,2021-01-28,2021,TV-PG,90.0,"Children & Family Movies, Dramas, International Movies",2021,1,28,"['Children & Family Movies', ' Dramas', ' International Movies']"
Movie,She Is,Chris Eneng Enaji,Not Given,2021-01-26,2019,TV-PG,102.0,"Dramas, International Movies, Romantic Movies",2021,1,26,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Accomplice,Jeremy Grant,United States,2021-01-27,2021,TV-14,52.0,"Documentaries, International Movies, Sports Movies",2021,1,27,"['Documentaries', ' International Movies', ' Sports Movies']"
Movie,Kilometers and Kilometers,Jeo Baby,India,2021-01-27,2020,TV-MA,127.0,"Comedies, Dramas, Independent Movies",2021,1,27,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Penguin Bloom,Glendyn Ivin,Australia,2021-01-27,2021,TV-14,95.0,"Children & Family Movies, Dramas",2021,1,27,"['Children & Family Movies', ' Dramas']"
Movie,Black Rose,Okey Oku,Nigeria,2021-01-26,2018,TV-14,121.0,"Dramas, International Movies",2021,1,26,"['Dramas', ' International Movies']"
Movie,So My Grandma’s a Lesbian!,Ángeles Reiné,Portugal,2021-01-22,2020,TV-MA,95.0,"Comedies, International Movies, LGBTQ Movies",2021,1,22,"['Comedies', ' International Movies', ' LGBTQ Movies']"
Movie,The Next Three Days,Paul Haggis,United States,2021-01-22,2010,PG-13,133.0,"Dramas, Thrillers",2021,1,22,"['Dramas', ' Thrillers']"
Movie,The White Tiger,Ramin Bahrani,India,2021-01-22,2021,R,127.0,Dramas,2021,1,22,['Dramas']
Movie,Friendsgiving,Nicol Paone,United States,2021-01-21,2020,R,95.0,Comedies,2021,1,21,['Comedies']
Movie,The Shadow of Violence,Nick Rowland,United Kingdom,2021-01-21,2020,R,101.0,Dramas,2021,1,21,['Dramas']
Movie,Cut Throat City,RZA,United States,2021-01-20,2020,R,123.0,Dramas,2021,1,20,['Dramas']
Movie,Sightless,Cooper Karl,United States,2021-01-20,2020,TV-14,89.0,Thrillers,2021,1,20,['Thrillers']
Movie,Homefront,Gary Fleder,United States,2021-01-18,2013,R,100.0,Action & Adventure,2021,1,18,['Action & Adventure']
Movie,A Monster Calls,J.A. Bayona,United Kingdom,2021-01-16,2016,PG-13,108.0,"Dramas, Sci-Fi & Fantasy",2021,1,16,"['Dramas', ' Sci-Fi & Fantasy']"
Movie,Death of Me,Darren Lynn Bousman,United States,2021-01-16,2020,R,94.0,Horror Movies,2021,1,16,['Horror Movies']
Movie,Radium Girls,"Lydia Dean Pilcher, Ginny Mohler",United States,2021-01-16,2018,TV-14,103.0,"Dramas, Independent Movies",2021,1,16,"['Dramas', ' Independent Movies']"
Movie,Double Dad,Cris D'Amato,Brazil,2021-01-15,2020,TV-G,105.0,"Children & Family Movies, Comedies, Dramas",2021,1,15,"['Children & Family Movies', ' Comedies', ' Dramas']"
Movie,Outside the Wire,Mikael Håfström,Hungary,2021-01-15,2021,R,116.0,Action & Adventure,2021,1,15,['Action & Adventure']
Movie,Penguins of Madagascar: The Movie,"Eric Darnell, Simon J. Smith",United States,2021-01-15,2014,PG,92.0,"Children & Family Movies, Comedies",2021,1,15,"['Children & Family Movies', ' Comedies']"
Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,United States,2021-01-15,2019,TV-Y,65.0,Children & Family Movies,2021,1,15,['Children & Family Movies']
Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,Not Given,2021-01-12,2021,TV-MA,98.0,Stand-Up Comedy,2021,1,12,['Stand-Up Comedy']
Movie,The Vanished,Peter Facinelli,United States,2021-01-15,2020,R,115.0,Thrillers,2021,1,15,['Thrillers']
Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,India,2021-01-15,2021,TV-MA,96.0,"Dramas, International Movies",2021,1,15,"['Dramas', ' International Movies']"
Movie,What Would Sophia Loren Do?,Ross Kauffman,United States,2021-01-15,2021,TV-14,32.0,Documentaries,2021,1,15,['Documentaries']
Movie,Wish You,Sung Do-jun,South Korea,2021-01-15,2021,TV-PG,102.0,"Dramas, International Movies, LGBTQ Movies",2021,1,15,"['Dramas', ' International Movies', ' LGBTQ Movies']"
Movie,Tanda Tanya,Hanung Bramantyo,Indonesia,2021-01-14,2011,TV-MA,102.0,"Dramas, International Movies",2021,1,14,"['Dramas', ' International Movies']"
Movie,The Heartbreak Club,"Charles Gozali, Bagus Bramanti",Indonesia,2021-01-14,2020,TV-14,101.0,"Comedies, Dramas, International Movies",2021,1,14,"['Comedies', ' Dramas', ' International Movies']"
Movie,An Imperfect Murder,James Toback,United States,2021-01-13,2017,R,71.0,"Dramas, Thrillers",2021,1,13,"['Dramas', ' Thrillers']"
TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,United States,2021-01-13,2021,TV-MA,1.0,"Crime TV Shows, Docuseries",2021,1,13,"['Crime TV Shows', ' Docuseries']"
Movie,Al acecho,Francisco D'Eufemia,Argentina,2021-01-12,2019,TV-MA,81.0,"International Movies, Thrillers",2021,1,12,"['International Movies', ' Thrillers']"
TV Show,Last Tango in Halifax,Juliet May,United Kingdom,2021-01-12,2020,TV-MA,,"British TV Shows, Romantic TV Shows, TV Dramas",2021,1,12,"['British TV Shows', ' Romantic TV Shows', ' TV Dramas']"
Movie,"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,United States,2021-01-11,2021,TV-MA,90.0,Documentaries,2021,1,11,['Documentaries']
Movie,The Intouchables,"Olivier Nakache, Éric Toledano",France,2021-01-11,2011,R,112.0,"Comedies, Dramas, International Movies",2021,1,11,"['Comedies', ' Dramas', ' International Movies']"
Movie,Apaharan,Prakash Jha,India,2021-01-08,2005,TV-14,161.0,"Dramas, International Movies",2021,1,8,"['Dramas', ' International Movies']"
Movie,BluffMaster!,Rohan Sippy,India,2021-01-08,2005,TV-14,129.0,"Comedies, International Movies, Romantic Movies",2021,1,8,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Charming,Ross Venokur,Canada,2021-01-08,2021,TV-Y7,85.0,"Children & Family Movies, Comedies",2021,1,8,"['Children & Family Movies', ' Comedies']"
Movie,Gangaajal,Prakash Jha,India,2021-01-08,2003,TV-MA,148.0,"Dramas, International Movies",2021,1,8,"['Dramas', ' International Movies']"
Movie,Ratones Paranoicos: The Band that Rocked Argentina,"Alejandro Ruax, Ramiro Martínez",Not Given,2021-01-06,2021,TV-MA,76.0,"Documentaries, International Movies, Music & Musicals",2021,1,6,"['Documentaries', ' International Movies', ' Music & Musicals']"
Movie,Is Love Enough? Sir,Rohena Gera,India,2021-01-08,2018,TV-MA,99.0,"Dramas, Independent Movies, International Movies",2021,1,8,"['Dramas', ' Independent Movies', ' International Movies']"
TV Show,The Idhun Chronicles,Maite Ruiz De Austri,Spain,2021-01-08,2021,TV-14,,"Anime Series, International TV Shows, Spanish-Language TV Shows",2021,1,8,"['Anime Series', ' International TV Shows', ' Spanish-Language TV Shows']"
Movie,100% Halal,Jastis Arimba,Indonesia,2021-01-07,2020,TV-14,101.0,"Dramas, International Movies",2021,1,7,"['Dramas', ' International Movies']"
Movie,Leap!,"Eric Summer, Éric Warin",France,2021-01-07,2016,PG,89.0,"Children & Family Movies, Comedies",2021,1,7,"['Children & Family Movies', ' Comedies']"
Movie,Pieces of a Woman,Kornél Mundruczó,Canada,2021-01-07,2020,R,128.0,Dramas,2021,1,7,['Dramas']
Movie,Tony Parker: The Final Shot,Florent Bodin,France,2021-01-06,2020,TV-14,99.0,"Documentaries, International Movies, Sports Movies",2021,1,6,"['Documentaries', ' International Movies', ' Sports Movies']"
Movie,Hello Brother,Sohail Khan,India,2021-01-04,1999,TV-14,126.0,"Action & Adventure, Comedies, International Movies",2021,1,4,"['Action & Adventure', ' Comedies', ' International Movies']"
Movie,Playing for Keeps,Gabriele Muccino,United States,2021-01-03,2012,PG-13,106.0,"Comedies, Romantic Movies, Sports Movies",2021,1,3,"['Comedies', ' Romantic Movies', ' Sports Movies']"
Movie,Asphalt Burning,Hallvard Bræin,Norway,2021-01-02,2020,TV-14,101.0,"Action & Adventure, Comedies, International Movies",2021,1,2,"['Action & Adventure', ' Comedies', ' International Movies']"
Movie,Bad Grandpa .5,Jeff Tremaine,United States,2021-01-01,2014,TV-MA,87.0,Comedies,2021,1,1,['Comedies']
Movie,Case 39,Christian Alvart,United States,2021-01-01,2009,R,111.0,"Horror Movies, Thrillers",2021,1,1,"['Horror Movies', ' Thrillers']"
Movie,Eddie Murphy: Raw,Robert Townsend,United States,2021-01-01,1987,R,90.0,Stand-Up Comedy,2021,1,1,['Stand-Up Comedy']
Movie,Full Out 2: You Got This!,Jeff Deverett,United States,2021-01-01,2020,TV-Y,91.0,"Children & Family Movies, Dramas, Sports Movies",2021,1,1,"['Children & Family Movies', ' Dramas', ' Sports Movies']"
Movie,Gimme Shelter,Ron Krauss,United States,2021-01-01,2013,PG-13,101.0,"Dramas, Independent Movies",2021,1,1,"['Dramas', ' Independent Movies']"
Movie,Good Burger,Brian Robbins,United States,2021-01-01,1997,PG,96.0,"Children & Family Movies, Comedies",2021,1,1,"['Children & Family Movies', ' Comedies']"
Movie,Good Hair,Jeff Stilson,United States,2021-01-01,2009,PG-13,96.0,Documentaries,2021,1,1,['Documentaries']
Movie,Into the Wild,Sean Penn,United States,2021-01-01,2007,R,148.0,"Action & Adventure, Dramas, Independent Movies",2021,1,1,"['Action & Adventure', ' Dramas', ' Independent Movies']"
Movie,London Heist,Mark McQueen,United Kingdom,2021-01-01,2017,R,96.0,Action & Adventure,2021,1,1,['Action & Adventure']
Movie,Mean Girls 2,Melanie Mayron,United States,2021-01-01,2011,PG-13,98.0,Comedies,2021,1,1,['Comedies']
Movie,Mystic Pizza,Donald Petrie,United States,2021-01-01,1988,R,104.0,"Comedies, Dramas, Independent Movies",2021,1,1,"['Comedies', ' Dramas', ' Independent Movies']"
TV Show,The Cat in the Hat Knows a Lot About That!,Tony Collingwood,Canada,2021-01-01,2014,TV-Y,1.0,Kids' TV,2021,1,1,"[""Kids' TV""]"
Movie,The Creative Brain,"Jennifer Beamish, Toby Trackman",United States,2021-01-01,2019,TV-14,53.0,Documentaries,2021,1,1,['Documentaries']
Movie,Unknown,Jaume Collet-Serra,United Kingdom,2021-01-01,2011,PG-13,113.0,"Action & Adventure, Thrillers",2021,1,1,"['Action & Adventure', ' Thrillers']"
Movie,What Happened to Mr. Cha?,Kim Dong-kyu,South Korea,2021-01-01,2021,TV-MA,102.0,"Comedies, International Movies",2021,1,1,"['Comedies', ' International Movies']"
Movie,What's Eating Gilbert Grape,Lasse Hallström,United States,2021-01-01,1993,PG-13,118.0,"Classic Movies, Dramas, Independent Movies",2021,1,1,"['Classic Movies', ' Dramas', ' Independent Movies']"
Movie,Alaska Is a Drag,Shaz Bennett,United States,2020-12-31,2017,TV-MA,83.0,"Dramas, LGBTQ Movies",2020,12,31,"['Dramas', ' LGBTQ Movies']"
Movie,Bobby Jasoos,Samar Shaikh,India,2020-12-31,2014,TV-14,116.0,"Comedies, Dramas, International Movies",2020,12,31,"['Comedies', ' Dramas', ' International Movies']"
Movie,Tarung Sarung,Archie Hekagery,Indonesia,2020-12-31,2020,TV-PG,116.0,"Action & Adventure, Dramas, Faith & Spirituality",2020,12,31,"['Action & Adventure', ' Dramas', ' Faith & Spirituality']"
Movie,Too Handsome to Handle,Sabrina Rochelle Kalangie,Indonesia,2020-12-31,2019,TV-14,106.0,"Comedies, Dramas, International Movies",2020,12,31,"['Comedies', ' Dramas', ' International Movies']"
TV Show,SanPa: Sins of the Savior,Cosima Spender,Italy,2020-12-30,2020,TV-MA,1.0,"Crime TV Shows, Docuseries, International TV Shows",2020,12,30,"['Crime TV Shows', ' Docuseries', ' International TV Shows']"
Movie,The Rope Curse 2,Liao Shih-han,Taiwan,2020-12-30,2020,TV-MA,105.0,"Horror Movies, International Movies",2020,12,30,"['Horror Movies', ' International Movies']"
Movie,Cops and Robbers,"Arnon Manor, Timothy Ware-Hill",United States,2020-12-28,2020,PG-13,8.0,Dramas,2020,12,28,['Dramas']
Movie,Rango,Gore Verbinski,United States,2020-12-28,2011,PG,110.0,"Children & Family Movies, Comedies",2020,12,28,"['Children & Family Movies', ' Comedies']"
Movie,Death to 2020,"Al Campbell, Alice Mathias",United States,2020-12-27,2020,TV-MA,71.0,Comedies,2020,12,27,['Comedies']
Movie,DNA,Maïwenn,France,2020-12-26,2020,TV-MA,91.0,"Dramas, International Movies",2020,12,26,"['Dramas', ' International Movies']"
Movie,The Magic School Bus Rides Again In the Zone,Richard Weston,Canada,2020-12-26,2020,TV-Y,46.0,Children & Family Movies,2020,12,26,['Children & Family Movies']
Movie,AK vs AK,Vikramaditya Motwane,India,2020-12-25,2020,TV-MA,109.0,"Comedies, Dramas, International Movies",2020,12,25,"['Comedies', ' Dramas', ' International Movies']"
Movie,Isa Pa with Feelings,Prime Cruz,Philippines,2020-12-25,2019,TV-G,102.0,"International Movies, Romantic Movies",2020,12,25,"['International Movies', ' Romantic Movies']"
Movie,We Can Be Heroes,Robert Rodriguez,United States,2020-12-25,2020,PG,101.0,"Children & Family Movies, Comedies",2020,12,25,"['Children & Family Movies', ' Comedies']"
Movie,Bridezilla,Andibachtiar Yusuf,Indonesia,2020-12-24,2019,TV-MA,94.0,"Comedies, Dramas, International Movies",2020,12,24,"['Comedies', ' Dramas', ' International Movies']"
Movie,Cemara's Family,Yandy Laurens,Indonesia,2020-12-24,2018,TV-G,110.0,"Children & Family Movies, Dramas, International Movies",2020,12,24,"['Children & Family Movies', ' Dramas', ' International Movies']"
Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,Philippines,2020-12-24,2019,TV-14,117.0,"Dramas, International Movies, Romantic Movies",2020,12,24,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker",United States,2020-12-23,2012,TV-14,85.0,"Action & Adventure, Comedies, Independent Movies",2020,12,23,"['Action & Adventure', ' Comedies', ' Independent Movies']"
Movie,The Midnight Sky,George Clooney,United States,2020-12-23,2020,PG-13,119.0,Dramas,2020,12,23,['Dramas']
Movie,Your Name Engraved Herein,Liu Kuang-hui,Taiwan,2020-12-23,2020,TV-MA,115.0,"Dramas, International Movies, LGBTQ Movies",2020,12,23,"['Dramas', ' International Movies', ' LGBTQ Movies']"
Movie,After We Collided,Roger Kumble,United States,2020-12-22,2020,R,105.0,"Dramas, Romantic Movies",2020,12,22,"['Dramas', ' Romantic Movies']"
Movie,London Hughes: To Catch a D*ck,Kristian Mercado,United States,2020-12-22,2020,TV-MA,68.0,Stand-Up Comedy,2020,12,22,['Stand-Up Comedy']
Movie,QLIMAX THE SOURCE,"Daan Jansen, Stijn Verlinde",Netherlands,2020-12-22,2020,TV-14,57.0,Music & Musicals,2020,12,22,['Music & Musicals']
Movie,Shaun the Sheep: The Farmer’s Llamas,Jay Grace,United Kingdom,2020-12-22,2020,TV-Y,28.0,"Children & Family Movies, Comedies",2020,12,22,"['Children & Family Movies', ' Comedies']"
Movie,"Ariana grande: excuse me, i love you",Paul Dugdale,United States,2020-12-21,2020,TV-MA,98.0,"Documentaries, Music & Musicals",2020,12,21,"['Documentaries', ' Music & Musicals']"
Movie,The Con Is On,James Haslam,United States,2020-12-21,2018,R,95.0,Comedies,2020,12,21,['Comedies']
Movie,Mohamed Hussein,Muhammad Ali,Egypt,2020-12-20,2019,TV-14,96.0,"Comedies, International Movies",2020,12,20,"['Comedies', ' International Movies']"
