type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,genres
Movie,Rhys Nicholson Live at the Athenaeum,Thomas Toby Parkinson,United Kingdom,2020-12-20,2020,TV-MA,66.0,Stand-Up Comedy,2020,12,20,['Stand-Up Comedy']
Movie,Atlas Shrugged: Part II,John Putch,United States,2020-12-19,2012,PG-13,112.0,Dramas,2020,12,19,['Dramas']
Movie,Guest House,Sam Macaroni,United States,2020-12-18,2020,R,84.0,Comedies,2020,12,18,['Comedies']
Movie,Ma Rainey's Black Bottom,George C. Wolfe,United States,2020-12-18,2020,R,94.0,"Dramas, Music & Musicals",2020,12,18,"['Dramas', ' Music & Musicals']"
Movie,Mukhsin,Yasmin Ahmad,Malaysia,2020-12-18,2006,TV-PG,98.0,"Children & Family Movies, Comedies, Dramas",2020,12,18,"['Children & Family Movies', ' Comedies', ' Dramas']"
TV Show,Paava Kadhaigal,"Sudha Kongara, Vignesh Shivan, Gautham Vasudev Menon, Vetri Maaran",India,2020-12-18,2020,TV-MA,1.0,"International TV Shows, TV Dramas",2020,12,18,"['International TV Shows', ' TV Dramas']"
Movie,Rabun,Yasmin Ahmad,Malaysia,2020-12-18,2004,TV-PG,85.0,"Dramas, Independent Movies, International Movies",2020,12,18,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Talentime,Yasmin Ahmad,Malaysia,2020-12-18,2009,TV-14,120.0,"Dramas, International Movies, Romantic Movies",2020,12,18,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,An Unremarkable Christmas,Juan Camilo Pinzon,Colombia,2020-12-17,2020,TV-14,83.0,"Comedies, Dramas, International Movies",2020,12,17,"['Comedies', ' Dramas', ' International Movies']"
Movie,Braven,Lin Oeding,Canada,2020-12-17,2018,R,94.0,Action & Adventure,2020,12,17,['Action & Adventure']
Movie,Eggnoid: Love & Time Portal,Naya Anindita,Indonesia,2020-12-17,2019,TV-14,102.0,"Dramas, International Movies, Romantic Movies",2020,12,17,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Love You to the Stars and Back,Antoinette Jadaone,Philippines,2020-12-17,2017,TV-14,111.0,"Comedies, International Movies, Romantic Movies",2020,12,17,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,The Wedding Shaman,Farishad I. Latjuba,Not Given,2020-12-17,2019,TV-PG,111.0,"Dramas, International Movies, Romantic Movies",2020,12,17,"['Dramas', ' International Movies', ' Romantic Movies']"
TV Show,BREAK IT ALL: The History of Rock in Latin America,Picky Talarico,Not Given,2020-12-16,2020,TV-MA,1.0,"Docuseries, Spanish-Language TV Shows",2020,12,16,"['Docuseries', ' Spanish-Language TV Shows']"
Movie,Sakaling Maging Tayo,JP Habac,Philippines,2020-12-17,2019,TV-14,90.0,"International Movies, Romantic Movies",2020,12,17,"['International Movies', ' Romantic Movies']"
TV Show,Schulz Saves America,Alexx Media,United States,2020-12-17,2020,TV-MA,1.0,"Stand-Up Comedy & Talk Shows, TV Comedies",2020,12,17,"['Stand-Up Comedy & Talk Shows', ' TV Comedies']"
TV Show,Anitta: Made In Honório,"Andrucha Waddington, Pedro Waddington",Brazil,2020-12-16,2020,TV-MA,1.0,"Docuseries, International TV Shows",2020,12,16,"['Docuseries', ' International TV Shows']"
Movie,Bwakaw,Jun Lana,Philippines,2020-12-16,2012,TV-MA,110.0,"Dramas, International Movies, LGBTQ Movies",2020,12,16,"['Dramas', ' International Movies', ' LGBTQ Movies']"
Movie,Incarnate,Brad Peyton,United States,2020-12-16,2016,PG-13,87.0,"Horror Movies, Thrillers",2020,12,16,"['Horror Movies', ' Thrillers']"
Movie,Lee Daniels' The Butler,Lee Daniels,United States,2020-12-16,2013,PG-13,132.0,Dramas,2020,12,16,['Dramas']
Movie,Nocturnal Animals,Tom Ford,United States,2020-12-16,2016,R,117.0,"Dramas, Thrillers",2020,12,16,"['Dramas', ' Thrillers']"
TV Show,The Ripper,"Ellena Wood, Jesse Vile",United Kingdom,2020-12-16,2020,TV-MA,1.0,"British TV Shows, Crime TV Shows, Docuseries",2020,12,16,"['British TV Shows', ' Crime TV Shows', ' Docuseries']"
Movie,Vir Das: Outside In - The Lockdown Special,Vir Das,India,2020-12-16,2020,TV-MA,50.0,Stand-Up Comedy,2020,12,16,['Stand-Up Comedy']
Movie,A Trash Truck Christmas,Eddie Rosas,Not Given,2020-12-11,2020,TV-Y,28.0,Children & Family Movies,2020,12,11,['Children & Family Movies']
Movie,Grizzlies,Miranda de Pencier,Canada,2020-12-15,2018,R,106.0,"Dramas, Independent Movies, Sports Movies",2020,12,15,"['Dramas', ' Independent Movies', ' Sports Movies']"
Movie,The Professor and the Madman,Farhad Safinia,Ireland,2020-12-15,2019,TV-14,125.0,"Dramas, Independent Movies",2020,12,15,"['Dramas', ' Independent Movies']"
Movie,A California Christmas,Shaun Paul Piccinino,United States,2020-12-14,2020,PG-13,107.0,"Comedies, Romantic Movies",2020,12,14,"['Comedies', ' Romantic Movies']"
Movie,Canvas,Frank E. Abney III,United States,2020-12-11,2020,G,9.0,"Children & Family Movies, Dramas",2020,12,11,"['Children & Family Movies', ' Dramas']"
Movie,Giving Voice,"James D. Stern, Fernando Villena",United States,2020-12-11,2020,PG-13,91.0,Documentaries,2020,12,11,['Documentaries']
Movie,The Prom,Ryan Murphy,United States,2020-12-11,2020,PG-13,132.0,"Comedies, LGBTQ Movies, Music & Musicals",2020,12,11,"['Comedies', ' LGBTQ Movies', ' Music & Musicals']"
Movie,Torbaaz,Girish Malik,India,2020-12-11,2020,TV-MA,133.0,"Dramas, International Movies, Sports Movies",2020,12,11,"['Dramas', ' International Movies', ' Sports Movies']"
Movie,Life's Speed Bump,Wael Ehsan,Egypt,2020-06-02,2006,TV-14,109.0,"Comedies, International Movies",2020,6,2,"['Comedies', ' International Movies']"
TV Show,Song Exploder,Not Given,United States,2020-12-15,2020,TV-MA,,Docuseries,2020,12,15,['Docuseries']
TV Show,Futmalls.com,Lai Chun-yu,Not Given,2020-12-10,2020,TV-14,1.0,"Crime TV Shows, International TV Shows, TV Dramas",2020,12,10,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']"
Movie,Funny Boy,Deepa Mehta,Canada,2020-12-10,2020,TV-MA,109.0,"Dramas, LGBTQ Movies",2020,12,10,"['Dramas', ' LGBTQ Movies']"
Movie,Just The Way You Are,Theodore Boborol,Philippines,2020-12-10,2016,TV-G,107.0,"International Movies, Romantic Movies",2020,12,10,"['International Movies', ' Romantic Movies']"
Movie,She's the One,Mae Czarina Cruz,Philippines,2020-12-10,2013,TV-14,111.0,"Dramas, International Movies, Romantic Movies",2020,12,10,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,The Panti Sisters,Jun Lana,Philippines,2020-12-10,2019,TV-MA,108.0,"Comedies, International Movies, LGBTQ Movies",2020,12,10,"['Comedies', ' International Movies', ' LGBTQ Movies']"
Movie,"Kalel, 15",Jun Lana,Philippines,2020-12-09,2019,TV-MA,105.0,"Dramas, Independent Movies, International Movies",2020,12,9,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,Not Given,2020-12-03,2020,TV-Y,25.0,Children & Family Movies,2020,12,3,['Children & Family Movies']
Movie,Rose Island,Sydney Sibilia,Italy,2020-12-09,2020,TV-14,119.0,"Comedies, Dramas, International Movies",2020,12,9,"['Comedies', ' Dramas', ' International Movies']"
Movie,André & his olive tree,Josiah Ng,Singapore,2020-12-08,2020,TV-PG,104.0,"Documentaries, International Movies",2020,12,8,"['Documentaries', ' International Movies']"
Movie,Bobbleheads The Movie,Kirk Wise,United States,2020-12-08,2020,PG,83.0,"Children & Family Movies, Comedies",2020,12,8,"['Children & Family Movies', ' Comedies']"
Movie,Spirit Riding Free: Ride Along Adventure,"Beth Sleven, Allan Jacobsen, Kevin Wotton",United States,2020-12-08,2020,TV-Y7,79.0,Children & Family Movies,2020,12,8,['Children & Family Movies']
Movie,Triple 9,John Hillcoat,United States,2020-12-08,2016,R,115.0,"Dramas, Thrillers",2020,12,8,"['Dramas', ' Thrillers']"
Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,United States,2020-12-08,2020,TV-Y,24.0,Children & Family Movies,2020,12,8,['Children & Family Movies']
Movie,Ava,Tate Taylor,United States,2020-12-07,2020,R,97.0,"Action & Adventure, Dramas",2020,12,7,"['Action & Adventure', ' Dramas']"
TV Show,Room 2806: The Accusation,Jalil Lespert,France,2020-12-07,2020,TV-MA,1.0,"Crime TV Shows, Docuseries, International TV Shows",2020,12,7,"['Crime TV Shows', ' Docuseries', ' International TV Shows']"
TV Show,Detention,"Su I-Hsuan, Chuang Shiang-an, Liu Yi",Taiwan,2020-12-05,2020,TV-MA,1.0,"International TV Shows, TV Dramas, TV Horror",2020,12,5,"['International TV Shows', ' TV Dramas', ' TV Horror']"
Movie,Mighty Express: A Mighty Christmas,Clint Butler,Canada,2020-12-05,2020,TV-Y,26.0,Children & Family Movies,2020,12,5,['Children & Family Movies']
Movie,Captain Underpants Mega Blissmas,"Erik Kling, Kevin Peaty",United States,2020-12-04,2020,TV-Y7,46.0,"Children & Family Movies, Comedies",2020,12,4,"['Children & Family Movies', ' Comedies']"
Movie,Christmas Crossfire,Detlev Buck,Germany,2020-12-04,2020,TV-MA,106.0,"Comedies, International Movies, Thrillers",2020,12,4,"['Comedies', ' International Movies', ' Thrillers']"
Movie,MANK,David Fincher,United States,2020-12-04,2020,R,133.0,"Dramas, Independent Movies",2020,12,4,"['Dramas', ' Independent Movies']"
Movie,You Are My Home,Amanda Raymond,United States,2020-12-04,2020,TV-PG,93.0,"Children & Family Movies, Dramas",2020,12,4,"['Children & Family Movies', ' Dramas']"
Movie,Between Maybes,Jason Paul Laxamana,Philippines,2020-12-03,2019,TV-14,108.0,"Dramas, International Movies, Romantic Movies",2020,12,3,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Break,Marc Fouchard,France,2020-12-03,2018,TV-MA,96.0,"Comedies, Dramas, International Movies",2020,12,3,"['Comedies', ' Dramas', ' International Movies']"
Movie,Just Another Christmas,Roberto Santucci,Brazil,2020-12-03,2020,TV-MA,101.0,"Comedies, International Movies",2020,12,3,"['Comedies', ' International Movies']"
Movie,Must Be... Love,Dado C. Lumibao,Philippines,2020-12-03,2013,TV-14,106.0,"Comedies, Dramas, International Movies",2020,12,3,"['Comedies', ' Dramas', ' International Movies']"
Movie,Ari Eldjárn: Pardon My Icelandic,August Jakobsson,Iceland,2020-12-02,2020,TV-MA,54.0,Stand-Up Comedy,2020,12,2,['Stand-Up Comedy']
Movie,Fierce,Anna Wieczur-Bluszcz,Poland,2020-12-02,2020,TV-MA,118.0,"Comedies, Dramas, International Movies",2020,12,2,"['Comedies', ' Dramas', ' International Movies']"
Movie,3 Days to Kill,McG,United States,2020-12-01,2014,PG-13,117.0,Action & Adventure,2020,12,1,['Action & Adventure']
Movie,Angela's Christmas Wish,Damien O’Connor,United States,2020-12-01,2020,TV-Y,48.0,Children & Family Movies,2020,12,1,['Children & Family Movies']
Movie,Angels & Demons,Ron Howard,United States,2020-12-01,2009,PG-13,139.0,Thrillers,2020,12,1,['Thrillers']
Movie,Chef,Jon Favreau,United States,2020-12-01,2014,R,115.0,"Comedies, Independent Movies",2020,12,1,"['Comedies', ' Independent Movies']"
Movie,Effie Gray,Richard Laxton,United Kingdom,2020-12-01,2014,PG-13,109.0,"Dramas, International Movies, Romantic Movies",2020,12,1,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Monster House,Gil Kenan,United States,2020-12-01,2006,PG,91.0,"Children & Family Movies, Comedies",2020,12,1,"['Children & Family Movies', ' Comedies']"
Movie,Natalie Palamides: Nate - A One Man Show,Phil Burgers,United States,2020-12-01,2020,TV-MA,60.0,Comedies,2020,12,1,['Comedies']
Movie,Peppermint,Pierre Morel,Hong Kong,2020-12-01,2018,R,102.0,Action & Adventure,2020,12,1,['Action & Adventure']
Movie,Hazel Brugger: Tropical,Not Given,Germany,2020-12-02,2020,TV-MA,58.0,Stand-Up Comedy,2020,12,2,['Stand-Up Comedy']
Movie,Quigley Down Under,Simon Wincer,Australia,2020-12-01,1990,PG-13,120.0,Action & Adventure,2020,12,1,['Action & Adventure']
Movie,The Da Vinci Code,Ron Howard,United States,2020-12-01,2006,PG-13,149.0,Thrillers,2020,12,1,['Thrillers']
Movie,The Happytime Murders,Brian Henson,United States,2020-12-01,2018,R,91.0,"Action & Adventure, Comedies",2020,12,1,"['Action & Adventure', ' Comedies']"
Movie,U-Turn,Derick Cabrido,Philippines,2020-12-01,2020,TV-MA,99.0,"Horror Movies, International Movies",2020,12,1,"['Horror Movies', ' International Movies']"
Movie,Finding Agnes,Marla M. Ancheta,Philippines,2020-11-30,2020,TV-PG,106.0,"Dramas, International Movies",2020,11,30,"['Dramas', ' International Movies']"
Movie,Rust Creek,Jen McGowan,United States,2020-11-30,2018,R,108.0,Thrillers,2020,11,30,['Thrillers']
Movie,Spookley and the Christmas Kittens,Bernie Denk,United States,2020-11-30,2019,TV-Y,45.0,Children & Family Movies,2020,11,30,['Children & Family Movies']
Movie,The 2nd,Brian Skiba,United States,2020-11-30,2020,TV-MA,93.0,Action & Adventure,2020,11,30,['Action & Adventure']
Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo",United States,2020-11-27,2020,TV-Y,22.0,Children & Family Movies,2020,11,27,['Children & Family Movies']
Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,United States,2020-11-27,2020,TV-PG,81.0,"Children & Family Movies, Documentaries",2020,11,27,"['Children & Family Movies', ' Documentaries']"
Movie,Don’t Listen,Ángel Gómez Hernández,Spain,2020-11-27,2020,TV-MA,98.0,"Horror Movies, International Movies",2020,11,27,"['Horror Movies', ' International Movies']"
Movie,Notes for My Son,Carlos Sorín,Argentina,2020-11-24,2020,TV-MA,84.0,"Dramas, International Movies",2020,11,24,"['Dramas', ' International Movies']"
Movie,Andhaghaaram,V Vignarajan,India,2020-11-24,2020,TV-14,171.0,"Horror Movies, International Movies, Thrillers",2020,11,24,"['Horror Movies', ' International Movies', ' Thrillers']"
Movie,The Beast,Ludovico Di Martino,Italy,2020-11-27,2020,TV-MA,100.0,"Action & Adventure, International Movies",2020,11,27,"['Action & Adventure', ' International Movies']"
Movie,The Call,Lee Chung-hyun,South Korea,2020-11-27,2020,TV-MA,112.0,"International Movies, Thrillers",2020,11,27,"['International Movies', ' Thrillers']"
Movie,Fantastica,Barry Gonzalez,Philippines,2020-11-26,2018,TV-PG,114.0,"Comedies, International Movies, LGBTQ Movies",2020,11,26,"['Comedies', ' International Movies', ' LGBTQ Movies']"
Movie,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,United States,2020-11-26,2020,TV-14,68.0,Stand-Up Comedy,2020,11,26,['Stand-Up Comedy']
Movie,Mosul,Matthew Michael Carnahan,United States,2020-11-26,2020,TV-MA,103.0,"Action & Adventure, Dramas, International Movies",2020,11,26,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,Unexpectedly Yours,Cathy Garcia-Molina,Philippines,2020-11-26,2017,TV-14,121.0,"Comedies, International Movies, Romantic Movies",2020,11,26,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Ghosts of War,Eric Bress,United Kingdom,2020-11-25,2020,R,95.0,Horror Movies,2020,11,25,['Horror Movies']
Movie,Shawn Mendes: Live in Concert,Paul Dugdale,United Kingdom,2020-11-25,2020,TV-PG,87.0,Music & Musicals,2020,11,25,['Music & Musicals']
Movie,The Christmas Chronicles: Part Two,Chris Columbus,Canada,2020-11-25,2020,PG,115.0,"Children & Family Movies, Comedies",2020,11,25,"['Children & Family Movies', ' Comedies']"
Movie,Andhakaaram,V Vignarajan,India,2020-11-24,2020,TV-14,171.0,"Horror Movies, International Movies, Thrillers",2020,11,24,"['Horror Movies', ' International Movies', ' Thrillers']"
TV Show,Before 30,BB Sasore,Nigeria,2020-11-24,2015,TV-MA,1.0,"International TV Shows, Romantic TV Shows, TV Comedies",2020,11,24,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']"
Movie,Dragons: Rescue Riders: Huttsgalor Holiday,"Greg Rankin, TJ Sullivan",United States,2020-11-24,2020,TV-Y,46.0,"Children & Family Movies, Comedies",2020,11,24,"['Children & Family Movies', ' Comedies']"
Movie,Hillbilly Elegy,Ron Howard,United States,2020-11-24,2020,R,117.0,Dramas,2020,11,24,['Dramas']
Movie,Hard Kill,Matt Eskandari,United States,2020-11-23,2020,R,98.0,Action & Adventure,2020,11,23,['Action & Adventure']
Movie,Shawn Mendes: In Wonder,Grant Singer,United States,2020-11-23,2020,TV-MA,83.0,"Documentaries, Music & Musicals",2020,11,23,"['Documentaries', ' Music & Musicals']"
Movie,The Suit,Mohammad Adel,Egypt,2020-11-23,2018,TV-14,97.0,"Action & Adventure, Comedies, International Movies",2020,11,23,"['Action & Adventure', ' Comedies', ' International Movies']"
Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,United States,2020-11-22,2020,TV-PG,99.0,"Children & Family Movies, Music & Musicals",2020,11,22,"['Children & Family Movies', ' Music & Musicals']"
Movie,Machete Kills,Robert Rodriguez,United States,2020-11-22,2013,R,108.0,Action & Adventure,2020,11,22,['Action & Adventure']
Movie,40 Sticks,Victor Gatonye,Kenya,2020-11-20,2019,TV-14,93.0,"International Movies, Thrillers",2020,11,20,"['International Movies', ' Thrillers']"
Movie,Alien Xmas,Stephen Chiodo,United States,2020-11-20,2020,TV-Y,42.0,Children & Family Movies,2020,11,20,['Children & Family Movies']
Movie,If Anything Happens I Love You,"Will McCormack, Michael Govier",United States,2020-11-20,2020,PG,13.0,Dramas,2020,11,20,['Dramas']
Movie,The App That Stole Christmas,Monica Floyd,United States,2020-11-20,2020,TV-PG,64.0,"Children & Family Movies, Comedies",2020,11,20,"['Children & Family Movies', ' Comedies']"
Movie,Black Friday,Anurag Kashyap,India,2020-11-19,2004,TV-MA,162.0,"Dramas, International Movies",2020,11,19,"['Dramas', ' International Movies']"
Movie,Bodyguard,Siddique,India,2020-11-19,2011,TV-14,130.0,"Action & Adventure, Comedies, International Movies",2020,11,19,"['Action & Adventure', ' Comedies', ' International Movies']"
Movie,Break Ke Baad,Danish Aslam,India,2020-11-19,2010,TV-14,108.0,"Comedies, International Movies, Music & Musicals",2020,11,19,"['Comedies', ' International Movies', ' Music & Musicals']"
Movie,Hawaizaada,Vibhu Virender Puri,India,2020-11-19,2015,TV-14,129.0,"Dramas, International Movies, Romantic Movies",2020,11,19,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,My Amnesia Girl,Cathy Garcia-Molina,Philippines,2020-11-19,2010,TV-14,105.0,"International Movies, Romantic Movies",2020,11,19,"['International Movies', ' Romantic Movies']"
Movie,Raman Raghav 2.0,Anurag Kashyap,India,2020-11-19,2016,TV-MA,133.0,"International Movies, Thrillers",2020,11,19,"['International Movies', ' Thrillers']"
Movie,Singham,Rohit Shetty,India,2020-11-19,2011,TV-14,142.0,"Action & Adventure, Dramas, International Movies",2020,11,19,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,TE3N,Ribhu Dasgupta,India,2020-11-19,2016,TV-14,128.0,"Dramas, International Movies, Thrillers",2020,11,19,"['Dramas', ' International Movies', ' Thrillers']"
Movie,The Princess Switch: Switched Again,Mike Rohl,United States,2020-11-19,2020,TV-G,97.0,"Children & Family Movies, Comedies, Dramas",2020,11,19,"['Children & Family Movies', ' Comedies', ' Dramas']"
Movie,Three Words to Forever,Cathy Garcia-Molina,Philippines,2020-11-19,2018,TV-G,107.0,"Comedies, Dramas, International Movies",2020,11,19,"['Comedies', ' Dramas', ' International Movies']"
Movie,Well Done Abba,Shyam Benegal,India,2020-11-19,2009,TV-14,135.0,"Comedies, International Movies",2020,11,19,"['Comedies', ' International Movies']"
Movie,Ainu Mosir,Takeshi Fukunaga,United States,2020-11-17,2020,TV-PG,84.0,"Dramas, International Movies",2020,11,17,"['Dramas', ' International Movies']"
Movie,Kevin Hart: Zero F**ks Given,Leslie Small,United States,2020-11-17,2020,TV-MA,70.0,Stand-Up Comedy,2020,11,17,['Stand-Up Comedy']
